Property_Title,Location,Address,Price,Rate_per_sqft,Deposit,Property_Type,Room_Type,Bedrooms,Bathrooms,Balconies,Furnishing,Carpet_Area,Available_From,Available_For,Posted_By,Posted_Date,Rating,Nearby_Places,Scraped_Date,Price_Numeric,Carpet_Area_Numeric,Rate_per_sqft_Numeric,Deposit_Numeric,Floor_Number,Total_Floors,Location_Clean,Price_per_sqft,Total_Rooms,Bath_Bed_Ratio,Floor_Position_Ratio,Is_Top_Floor,Is_Ground_Floor,Size_Category,Furnishing_Score,Has_Balcony,Is_Luxury,Property_Type_Encoded,Posted_By_Encoded,Size_Category_Encoded,Location_Clean_Encoded
"3BHK4BathsFlat/Apartment for Rentin South Delhi Premium Builder Floors, Defence Colony, South Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in South Delhi Premium Builder Floors Defence Colony South Delhi - 2925 Sq. Ft.- 1st f,₹ 3.5,,,Apartment/Flat,,3,4,2.0,Furnished,2925 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:32:25,350000.0,2925.0,,,3.0,4.0,West Delhi Jan 21,119.61722488038278,7,1.0,0.6,0,0,Very Large,2,1,1,0,0,3,22
"3BHK4BathsIndependent/Builder Floor for Rentin Defence Colony, South Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyMarble FlooringView 10 More Wheel Chair FriendlyVisitor Parking AvailableAir ConditionedOn-Ca,₹ 2.75,,,Independent,,3,4,2.0,Furnished,2925 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:32:34,275000.0,2925.0,,,3.0,4.0,West Delhi Jan 21,93.98496240601504,7,1.0,0.6,0,0,Very Large,2,1,1,1,0,3,22
"3BHK4BathsIndependent/Builder Floor for Rentin Defence Colony, South Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyFitness Center/ GymView 10 More Wheel Chair FriendlyVisitor Parking AvailableFresh Constructi,₹ 3,₹0,,Independent,,3,4,2.0,Furnished,2100 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:32:44,300000.0,2100.0,,,3.0,4.0,West Delhi Jan 21,142.78914802475012,7,1.0,0.6,0,0,Large,2,1,1,1,0,0,22
"3BHK4BathsIndependent/Builder Floor for Rentin Sunder Nagar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",HouseNathu SweetsJain ShikanjiShiva Tourist DhabaComesumIndian AccentCafe LotaJain ShikanjiDomino'sP,₹ 4.5,,,Independent,,3,4,2.0,Furnished,7740 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:32:53,450000.0,7740.0,,,3.0,4.0,West Delhi Jan 21,58.13202428626792,7,1.0,0.6,0,0,Very Large,2,1,0,1,0,3,22
"4BHK5BathsIndependent/Builder Floor for Rentin Sunder Nagar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",HouseNathu SweetsJain ShikanjiShiva Tourist DhabaComesumIndian AccentCafe LotaJain ShikanjiDomino'sP,₹ 7.5,₹0,,Independent,,4,5,2.0,Unknown,4500 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:33:03,750000.0,4500.0,,,3.0,4.0,West Delhi Jan 21,166.62963785825372,9,1.0,0.6,0,0,Very Large,1,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin South Delhi Premium Builder Floors, Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombGurudwaraState bank of india ATMCGHS Dispensary R.K.Puram ,₹ 3.7,,,Independent,,3,3,2.0,Furnished,3600 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:33:12,370000.0,3600.0,,,3.0,4.0,West Delhi Jan 21,102.74923632324354,6,0.75,0.6,0,0,Very Large,2,1,1,1,0,3,22
"4BHK5BathsIndependent/Builder Floor for Rentin South Delhi Premium Builder Floors, Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombGurudwaraState bank of india ATMCGHS Dispensary R.K.Puram ,₹ 8.5,,,Independent,,4,5,2.0,Unknown,7200 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:33:22,850000.0,7200.0,,,3.0,4.0,West Delhi Jan 21,118.03916122760728,9,1.0,0.6,0,0,Very Large,1,1,1,1,0,3,22
"3BHK4BathsIndependent/Builder Floor for Rentin South Delhi Premium Builder Floors, Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombGurudwaraState bank of india ATMCGHS Dispensary R.K.Puram ,₹ 3.6,,,Independent,,3,4,2.0,Furnished,3600 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:33:32,360000.0,3600.0,,,3.0,4.0,West Delhi Jan 21,99.97222993612885,7,1.0,0.6,0,0,Very Large,2,1,1,1,0,3,22
"4BHK5BathsIndependent/Builder Floor for Rentin South Delhi Premium Builder Floors, Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombGurudwaraState bank of india ATMCGHS Dispensary R.K.Puram ,₹ 4.7,,,Independent,,4,5,2.0,Unknown,5400 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:33:40,470000.0,5400.0,,,3.0,4.0,West Delhi Jan 21,87.02092205147196,9,1.0,0.6,0,0,Very Large,1,1,1,1,0,3,22
"3BHK2BathsIndependent/Builder Floor for Rentin Chattarpur, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyVitrified FlooringPet FriendlyView 4 More Feng Shui/ Vaastu CompliantParking AvailableModular,"₹ 29,000",₹0,"₹ 29,000",Independent,,3,2,2.0,Semi-Furnished,1300 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:33:49,29000.0,1300.0,,29000.0,3.0,4.0,West Delhi Jan 21,22.29054573405073,5,0.5,0.6,0,0,Medium,1,1,0,1,0,1,22
"4BHK5BathsIndependent/Builder Floor for Rentin Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombGurudwaraSri Raghavendra Swamy MathState bank of india ATM,₹ 6,₹0,,Independent,,4,5,2.0,Unfurnished,4500 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:33:59,600000.0,4500.0,,,3.0,4.0,West Delhi Jan 21,133.30371028660298,9,1.0,0.6,0,0,Very Large,0,1,1,1,0,3,22
"2BHK2BathsIndependent/Builder Floor for Rentin Chattarpur Enclave Phase 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Phase 2 Delhi - 820 Sq. Ft.- 2nd floor (out of 4),"₹ 24,000",₹0,"₹ 24,000",Independent,,2,2,2.0,Semi-Furnished,820 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:34:09,24000.0,820.0,,24000.0,2.0,4.0,West Delhi Jan 21,29.232643118148598,4,0.6666666666666666,0.4,0,0,Small,1,1,0,1,0,2,22
"3BHK2BathsIndependent/Builder Floor for Rentin on request , Chattarpur Enclave Phase 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Phase 1 Delhi - 1220 Sq. Ft.- 1st floor (out of 4),"₹ 30,000",₹0,"₹ 30,000",Independent,,3,2,2.0,Semi-Furnished,1220 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:34:18,30000.0,1220.0,,30000.0,1.0,4.0,West Delhi Jan 21,24.57002457002457,5,0.5,0.2,0,0,Medium,1,1,0,1,0,1,22
"3BHK3BathsFlat/Apartment for Rentin Swami Dayanand Appartments, Sector 6 Dwarka, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Swami Dayanand Appartments Sector 6 Dwarka Delhi - 1600 Sq. Ft.- 6th floor (out of ,"₹ 50,000",₹0,"₹ 1,00,000",Apartment/Flat,,3,3,3.0,Semi-Furnished,1600 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:34:28,50000.0,1600.0,,100000.0,3.0,4.0,West Delhi Jan 21,31.23048094940662,6,0.75,0.6,0,0,Large,1,1,0,0,0,0,22
"2BHK2BathsFlat/Apartment for Rentin Soochana Apartments, Vasundhara Enclave, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Soochana Apartments Vasundhara Enclave Delhi - 1050 Sq. Ft.- Ground floor (out of 3,"₹ 39,500",₹0,,Apartment/Flat,,2,2,2.0,Furnished,1050 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:34:39,39500.0,1050.0,,,3.0,4.0,West Delhi Jan 21,37.58325404376784,4,0.6666666666666666,0.6,0,0,Medium,2,1,0,0,0,1,22
"4BHK4BathsIndependent/Builder Floor for Rentin 630 Yards First Floor 4Bhk Park Facing, Hauz Khas Enclave, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",House CafeThe Golden DragonTurquoise CottageThe YardGung the PalaceDunkin' DonutsNagaland's KitchenC,₹ 4.4,,,Independent,,4,4,3.0,Unknown,5670 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:34:48,440000.00000000006,5670.0,,,3.0,4.0,West Delhi Jan 21,77.58772703226946,8,0.8,0.6,0,0,Very Large,1,1,1,1,0,3,22
"3BHK2BathsIndependent/Builder Floor for Rentin RWA Malaviya Nagar, Shivalik Colony, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",RWA Malaviya Nagar Shivalik Colony Delhi - 1125 Sq. Ft.- 3rd floor (out of 4),"₹ 45,000",₹0,"₹ 45,000",Independent,,3,2,2.0,Furnished,1125 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:34:58,45000.0,1125.0,,45000.0,3.0,4.0,West Delhi Jan 21,39.96447602131439,5,0.5,0.6,0,0,Medium,2,1,0,1,0,1,22
"2BHK2BathsIndependent/Builder Floor for Rentin Chattarpur, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyVitrified FlooringPet FriendlyView 5 More On-Call Maintenance StaffFeng Shui/ Vaastu Complian,"₹ 21,000",₹0,"₹ 21,000",Independent,,2,2,2.0,Semi-Furnished,810 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:35:08,21000.0,810.0,,21000.0,3.0,4.0,West Delhi Jan 21,25.89395807644883,4,0.6666666666666666,0.6,0,0,Small,1,1,0,1,0,2,22
"3BHK3BathsIndependent/Builder Floor for Rentin RWA Saket Block G, Saket, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",RWA Saket Block G Saket Delhi - 1800 Sq. Ft.- 1st floor (out of 4),₹ 1,₹0,"₹ 2,00,000",Independent,,3,3,2.0,Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:35:17,100000.0,1800.0,,200000.0,1.0,4.0,West Delhi Jan 21,55.5247084952804,6,0.75,0.2,0,0,Large,2,1,0,1,0,0,22
"3BHK2BathsFlat/Apartment for Rentin Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Saraswati Narmada Ganga Yamuna Apartment Vasant Kunj Delhi - 1700 Sq. Ft.- 3rd floo,"₹ 72,000",₹0,,Apartment/Flat,,3,2,2.0,Furnished,1700 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:35:28,72000.0,1700.0,,,3.0,4.0,West Delhi Jan 21,42.32804232804233,5,0.5,0.6,0,0,Large,2,1,0,0,0,0,22
"1BHK1BathIndependent/Builder Floor for Rentin Chattarpur, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyParking AvailableModular KitchenFloor Number:Ground of 4 FloorsFacing:EastFlooring:MarbleWidt,"₹ 15,000",₹0,,Independent,,1,1,1.0,Furnished,450 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:35:38,15000.0,450.0,,,3.0,4.0,West Delhi Jan 21,33.25942350332594,2,0.5,0.6,0,0,Very Small,2,1,0,1,0,4,22
"2BHK2BathsIndependent/Builder Floor for Rentin B Block Chhatarpur Enclave Phase 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block Chhatarpur Enclave Phase 2 Delhi - 850 Sq. Ft.- 2nd floor (out of 4),"₹ 21,700",₹0,,Independent,,2,2,1.0,Semi-Furnished,850 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:35:47,21700.0,850.0,,,2.0,4.0,West Delhi Jan 21,25.499412455934195,4,0.6666666666666666,0.4,0,0,Small,1,1,0,1,0,2,22
"2BHK2BathsFlat/Apartment for Rentin Smart Dream Homes, Jangpura, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Smart Dream Homes Jangpura Delhi - 1400 Sq. Ft.- 1st floor (out of 2),"₹ 75,000",₹0,"₹ 1,50,000",Apartment/Flat,,2,2,2.0,Furnished,1400 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:35:57,75000.0,1400.0,,150000.0,1.0,2.0,West Delhi Jan 21,53.53319057815846,4,0.6666666666666666,0.3333333333333333,0,0,Medium,2,1,0,0,0,1,22
"4BHK4BathsIndependent/Builder Floor for Rentin Block C Defence Colony, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block C Defence Colony Delhi - 2925 Sq. Ft.- Ground floor (out of 4),₹ 3,,"₹ 6,00,000",Independent,,4,4,2.0,Furnished,2925 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:36:07,300000.0,2925.0,,600000.0,3.0,4.0,West Delhi Jan 21,102.52904989747095,8,0.8,0.6,0,0,Very Large,2,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin 800 Yards First Floor 3Bhk , Panchsheel Park, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyMarble FlooringView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural Light,₹ 3.4,,,Independent,,3,3,3.0,Furnished,7200 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:36:17,340000.0,7200.0,,,3.0,4.0,West Delhi Jan 21,47.21566449104291,6,0.75,0.6,0,0,Very Large,2,1,0,1,0,3,22
"4BHK3BathsIndependent/Builder Floor for Rentin Star Builder Floors, Sector 24 Rohini, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Sector 24 Rohini Delhi - 1351 Sq. Ft.- 2nd floor (out of 4),"₹ 45,000",₹0,,Independent,,4,3,1.0,Unknown,1351 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:36:28,45000.0,1351.0,,,2.0,4.0,West Delhi Jan 21,33.28402366863905,7,0.6,0.4,0,0,Medium,1,1,0,1,0,1,22
"2BHK2BathsFlat/Apartment for Rentin on request , Block A1 Chattarpur, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Block A1 Chattarpur Delhi - 900 Sq. Ft.- 1st floor (out of 4),"₹ 24,000",₹0,"₹ 24,000",Apartment/Flat,,2,2,2.0,Semi-Furnished,900 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:36:39,24000.0,900.0,,24000.0,1.0,4.0,West Delhi Jan 21,26.637069922308545,4,0.6666666666666666,0.2,0,0,Small,1,1,0,0,0,2,22
"1BHK1BathFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 750 Sq. Ft.- 1st floor (out of 7),"₹ 33,000",₹0,,Apartment/Flat,,1,1,1.0,Furnished,750 sq.ft,15 Oct,,Dealer,,,,2025-10-12 19:36:50,33000.0,750.0,,,1.0,7.0,West Delhi Jan 21,43.94141145139814,2,0.5,0.125,0,0,Small,2,1,0,0,0,2,22
"3BHK3BathsFlat/Apartment for Rentin ARWA Pocket B And C, Sector A Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in ARWA Pocket B And C Sector A Vasant Kunj Delhi - 1500 Sq. Ft.- 2nd floor (out of 4),"₹ 85,000",₹0,,Apartment/Flat,,3,3,3.0,Semi-Furnished,1500 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:37:00,85000.0,1500.0,,,2.0,4.0,West Delhi Jan 21,56.628914057295134,6,0.75,0.4,0,0,Large,1,1,0,0,0,0,22
"4BHK5BathsIndependent/Builder Floor for Rentin Greater Kailash 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyWaste DisposalRain Water HarvestingFitness Centre / GYMClub house / Community CenterProperty ,₹ 5.25,₹0,,Independent,,4,5,2.0,Unfurnished,5500 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:37:10,525000.0,5500.0,,,3.0,4.0,West Delhi Jan 21,95.43719323759316,9,1.0,0.6,0,0,Very Large,0,1,1,1,0,3,22
"1BHK1BathFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 700 Sq. Ft.- Ground floor (out of 7),"₹ 32,000",₹0,,Apartment/Flat,,1,1,2.0,Unfurnished,700 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:37:20,32000.0,700.0,,,3.0,4.0,West Delhi Jan 21,45.6490727532097,2,0.5,0.6,0,0,Small,0,1,0,0,0,2,22
"1BHK1BathFlat/Apartment for Rentin Chattarpur Enclave Premium Builder Floors, Chattarpur, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Chattarpur Enclave Premium Builder Floors Chattarpur Delhi - 400 Sq. Ft.- 1st floor,"₹ 20,000",₹0,"₹ 20,000",Independent,,1,1,1.0,Unfurnished,400 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:37:29,20000.0,400.0,,20000.0,3.0,4.0,West Delhi Jan 21,49.87531172069826,2,0.5,0.6,0,0,Very Small,0,1,0,1,0,4,22
"2BHK2BathsFlat/Apartment for Rentin Eastend Apartments, Mayur Vihar Phase 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Eastend Apartments Mayur Vihar Phase 1 Delhi - 1050 Sq. Ft.- 3rd floor (out of 3),"₹ 32,500",₹0,,Apartment/Flat,,2,2,1.0,Semi-Furnished,1050 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:37:37,32500.0,1050.0,,,3.0,3.0,West Delhi Jan 21,30.922930542340627,4,0.6666666666666666,0.75,1,0,Medium,1,1,0,0,0,1,22
"1BHK1BathIndependent/Builder Floor for Rentin Madanpur Khadar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyCorner PropertyPet FriendlyView 8 More Visitor Parking AvailableOn-Call Maintenance StaffFeng,"₹ 12,500",₹0,,Independent,,1,1,1.0,Semi-Furnished,450 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:37:47,12500.0,450.0,,,3.0,4.0,West Delhi Jan 21,27.716186252771617,2,0.5,0.6,0,0,Very Small,1,1,0,1,0,4,22
"1RK1BathStudio Apartment for Rentin Sultan Apartments, Saket, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat Flats for rent in Sultan Apartments Saket Delhi - 250 Sq. Ft.- 2nd floor (out of 4),"₹ 11,000",₹0,"₹ 11,000",Apartment/Flat,,3,1,1.0,Semi-Furnished,250 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:37:57,11000.0,250.0,,11000.0,2.0,4.0,West Delhi Jan 21,43.82470119521912,4,0.25,0.4,0,0,Very Small,1,1,0,0,0,4,22
"4BHK3BathsFlat/Apartment for Rentin CGHS Arvind Apartment, Sector 19 Dwarka, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in CGHS Arvind Apartment Sector 19 Dwarka Delhi - 2100 Sq. Ft.- 1st floor (out of 10),"₹ 72,000",₹0,,Apartment/Flat,,4,3,3.0,Furnished,2100 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:38:07,72000.0,2100.0,,,1.0,10.0,West Delhi Jan 21,34.26939552594003,7,0.6,0.09090909090909091,0,0,Large,2,1,0,0,0,0,22
"3BHK3BathsFlat/Apartment for Rentin Sheetal Vihar, Sector 23 Dwarka, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Sheetal Vihar Sector 23 Dwarka Delhi - 2300 Sq. Ft.- 10th floor (out of 10),"₹ 55,000",₹0,,Apartment/Flat,,3,3,3.0,Furnished,2300 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:38:17,55000.0,2300.0,,,10.0,10.0,West Delhi Jan 21,23.90265102129509,6,0.75,0.9090909090909091,1,0,Large,2,1,0,0,0,0,22
"3BHK2BathsIndependent/Builder Floor for Rentin Chattarpur, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:","Phase 2,ChattarpurAbout GOYAL PROPERTIES  REAL ESTATE ADVISORYAddress : CHATTARPUR, South DelhiSend ","₹ 30,000",₹0,,Independent,,3,2,1.0,Furnished,1200 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:38:26,30000.0,1200.0,,,3.0,4.0,West Delhi Jan 21,24.979184013322232,5,0.5,0.6,0,0,Medium,2,1,0,1,0,1,22
"2BHK2BathsFlat/Apartment for Rentin DDA Flats Vasant Kunj, Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA Flats Vasant Kunj Vasant Kunj Delhi - 900 Sq. Ft.- 2nd floor (out of 2),"₹ 51,000",₹0,,Apartment/Flat,,2,2,2.0,Unfurnished,900 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:38:36,51000.0,900.0,,,2.0,2.0,West Delhi Jan 21,56.60377358490566,4,0.6666666666666666,0.6666666666666666,1,0,Small,0,1,0,0,0,2,22
"2BHK1BathFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 850 Sq. Ft.- 5th floor (out of 7),"₹ 41,000",₹0,,Apartment/Flat,,2,1,2.0,Furnished,850 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:38:45,41000.0,850.0,,,5.0,7.0,West Delhi Jan 21,48.1786133960047,3,0.3333333333333333,0.625,0,0,Small,2,1,0,0,0,2,22
"8Bedrooms11BathsIndependent House/Villa for Rentin Defence Colony Villas, Defence Colony, South Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",House / Villa for rent in Defence Colony Villas Defence Colony South Delhi - 2925 Sq. Ft.,₹ 12.5,,,Independent,,8,11,2.0,Furnished,2925 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:38:54,1250000.0,2925.0,,,3.0,4.0,West Delhi Jan 21,427.20437457279564,19,1.2222222222222223,0.6,0,0,Very Large,2,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin Sunder Vihar, Delhi",Paschim Vihar›Builder Floor for rent in Sunder Vihar›3 BHKUpdated 1w ago by deal,"SocietyNear radisson blu hotel , NearbyView 3 More Pet FriendlyParking AvailableMarble FlooringFloor","₹ 55,000",₹0,"₹ 1,00,000",Independent,,3,3,1.0,Unfurnished,1500 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:39:03,55000.0,1500.0,,100000.0,3.0,4.0,Paschim Vihar›Builder Floor for rent in Sunder Vihar›3 BHKUpdated 1w ago by deal,36.64223850766156,6,0.75,0.6,0,0,Large,0,1,0,1,0,0,19
"2BHK2BathsFlat/Apartment for Rentin Chattarpur Enclave Premium Builder Floors, Chattarpur, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Chattarpur Enclave Premium Builder Floors Chattarpur Delhi - 950 Sq. Ft.- 2nd floor,"₹ 25,000",₹0,"₹ 25,000",Independent,,2,2,2.0,Unfurnished,950 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:39:13,25000.0,950.0,,25000.0,3.0,4.0,West Delhi Jan 21,26.288117770767613,4,0.6666666666666666,0.6,0,0,Small,0,1,0,1,0,2,22
"1BHK1BathFlat/Apartment for Rentin DDA Flats, Kalkaji, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA Flats Kalkaji Delhi - 550 Sq. Ft.- Ground floor (out of 5),"₹ 25,000",₹0,,Apartment/Flat,,1,1,2.0,Furnished,550 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:39:23,25000.0,550.0,,,3.0,4.0,West Delhi Jan 21,45.37205081669691,2,0.5,0.6,0,0,Small,2,1,0,0,0,2,22
"3BHK2BathsFlat/Apartment for Rentin DDA Flats, Kalkaji Extension, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA Flats Kalkaji Extension Delhi - 1600 Sq. Ft.- 2nd floor (out of 4),"₹ 50,000",₹0,,Apartment/Flat,,3,2,2.0,Furnished,1600 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:39:30,50000.0,1600.0,,,2.0,4.0,West Delhi Jan 21,31.23048094940662,5,0.5,0.4,0,0,Large,2,1,0,0,0,0,22
"3BHK2BathsIndependent/Builder Floor for Rentin Chattarpur, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:","Phase 2,ChattarpurAbout GOYAL PROPERTIES  REAL ESTATE ADVISORYAddress : CHATTARPUR, South DelhiSend ","₹ 25,500",₹0,,Independent,,3,2,1.0,Semi-Furnished,1230 sq.ft,Immediate,,Dealer,,,,2025-10-12 19:39:39,25500.0,1230.0,,,3.0,4.0,West Delhi Jan 21,20.714865962632008,5,0.5,0.6,0,0,Medium,1,1,0,1,0,1,22
