Property_Title,Location,Address,Price,Rate_per_sqft,Deposit,Property_Type,Room_Type,Bedrooms,Bathrooms,Balconies,Furnishing,Carpet_Area,Available_From,Available_For,Posted_By,Posted_Date,Rating,Nearby_Places,Scraped_Date,Price_Numeric,Carpet_Area_Numeric,Rate_per_sqft_Numeric,Deposit_Numeric,Floor_Number,Total_Floors,Location_Clean,Price_per_sqft,Total_Rooms,Bath_Bed_Ratio,Floor_Position_Ratio,Is_Top_Floor,Is_Ground_Floor,Size_Category,Furnishing_Score,Has_Balcony,Is_Luxury,Property_Type_Encoded,Posted_By_Encoded,Size_Category_Encoded,Location_Clean_Encoded
"3BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1800 Sq. Ft.- Ground floor (out of 4),"₹ 90,000",₹0,,Apartment/Flat,,3,2,1.0,Semi-Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:38:57,90000.0,1800.0,,,3.0,4.0,West Delhi Jan 21,49.97223764575236,5,0.5,0.6,0,0,Large,1,1,0,0,0,0,22
"3BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1800 Sq. Ft.- 3rd floor (out of 4),"₹ 35,000",₹0,"₹ 70,000",Apartment/Flat,,3,2,1.0,Semi-Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:39:11,35000.0,1800.0,,70000.0,3.0,4.0,West Delhi Jan 21,19.43364797334814,5,0.5,0.6,0,0,Large,1,1,0,0,0,0,22
"2BHK2BathsFlat/Apartment for Rentin DDA HIG Flats, Mayur Vihar Phase 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA HIG Flats Mayur Vihar Phase 2 Delhi - 1800 Sq. Ft.- 3rd floor (out of 4),"₹ 40,000",,,Apartment/Flat,,2,2,1.0,Semi-Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:39:28,40000.0,1800.0,,,3.0,4.0,West Delhi Jan 21,22.20988339811216,4,0.6666666666666666,0.6,0,0,Large,1,1,0,0,0,0,22
"4BHK3BathsFlat/Apartment for Rentin DDA HIG Flats, Mayur Vihar Phase 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA HIG Flats Mayur Vihar Phase 2 Delhi - 2100 Sq. Ft.- 2nd floor (out of 4),"₹ 65,000",₹0,,Apartment/Flat,,4,3,3.0,Semi-Furnished,2100 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:39:41,65000.0,2100.0,,,2.0,4.0,West Delhi Jan 21,30.93764873869586,7,0.6,0.4,0,0,Large,1,1,0,0,0,0,22
"2BHK2BathsIndependent/Builder Floor for Rentin Chattarpur, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",RWA (+250)BLM (+590)SHN (+290)KNA (+1869)LCA (+1758)MAF (+1599)SPM (+508)VCT (+1784)WSM (+685)SMR (+,"₹ 26,000",₹0,"₹ 26,000",Independent,,2,2,2.0,Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:39:55,26000.0,1800.0,,26000.0,3.0,4.0,West Delhi Jan 21,14.436424208772904,4,0.6666666666666666,0.6,0,0,Large,2,1,0,1,0,0,22
"3BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1200 Sq. Ft.- 1st floor (out of 4),"₹ 35,000",₹0,,Apartment/Flat,,3,2,1.0,Semi-Furnished,1200 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:40:04,35000.0,1200.0,,,1.0,4.0,West Delhi Jan 21,29.142381348875936,5,0.5,0.2,0,0,Medium,1,1,0,0,0,1,22
"3BHK3BathsIndependent/Builder Floor for Rentin Block E Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block E Greater Kailash 1 Delhi - 1800 Sq. Ft.- 1st floor (out of 3),₹ 1.5,₹0,"₹ 3,00,000",Independent,,3,3,1.0,Semi-Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:40:18,150000.0,1800.0,,300000.0,1.0,3.0,West Delhi Jan 21,83.2870627429206,6,0.75,0.25,0,0,Large,1,1,1,1,0,0,22
"3BHK3BathsIndependent/Builder Floor for Rentin Block B Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block B Greater Kailash 1 Delhi - 2700 Sq. Ft.- 1st floor (out of 3),₹ 1.8,₹0,"₹ 3,60,000",Independent,,3,3,1.0,Semi-Furnished,2700 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:40:30,180000.0,2700.0,,360000.0,1.0,3.0,West Delhi Jan 21,66.64198445020362,6,0.75,0.25,0,0,Very Large,1,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin Block S Greater kailash 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block S Greater kailash 2 Delhi - 2700 Sq. Ft.- 3rd floor (out of 3),₹ 2,₹0,"₹ 4,00,000",Independent,,3,3,2.0,Unknown,2700 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:40:46,200000.0,2700.0,,400000.0,3.0,3.0,West Delhi Jan 21,74.04664938911515,6,0.75,0.75,1,0,Very Large,1,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin Block C Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block C Greater Kailash 1 Delhi - 1800 Sq. Ft.- 3rd floor (out of 3),₹ 1.5,₹0,"₹ 3,00,000",Independent,,3,3,1.0,Semi-Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:41:02,150000.0,1800.0,,300000.0,3.0,3.0,West Delhi Jan 21,83.2870627429206,6,0.75,0.75,1,0,Large,1,1,1,1,0,0,22
"3BHK3BathsIndependent/Builder Floor for Rentin Block M, Saket, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block M Saket Delhi - 1800 Sq. Ft.- 3rd floor (out of 3),₹ 1.6,₹0,"₹ 3,20,000",Independent,,3,3,1.0,Semi-Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:41:17,160000.0,1800.0,,320000.0,3.0,3.0,West Delhi Jan 21,88.83953359244865,6,0.75,0.75,1,0,Large,1,1,1,1,0,0,22
"3BHK3BathsIndependent/Builder Floor for Rentin Block G Saket, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block G Saket Delhi - 1800 Sq. Ft.- 1st floor (out of 3),₹ 1.6,₹0,"₹ 3,20,000",Independent,,3,3,1.0,Semi-Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:41:30,160000.0,1800.0,,320000.0,1.0,3.0,West Delhi Jan 21,88.83953359244865,6,0.75,0.25,0,0,Large,1,1,1,1,0,0,22
"3BHK3BathsIndependent/Builder Floor for Rentin Block E Saket, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block E Saket Delhi - 250 Sq. Ft.- 1st floor (out of 3),₹ 1.6,₹0,"₹ 3,20,000",Independent,,3,3,1.0,Semi-Furnished,250 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:41:43,160000.0,250.0,,320000.0,1.0,3.0,West Delhi Jan 21,637.4501992031873,6,0.75,0.25,0,0,Very Small,1,1,1,1,0,4,22
"4BHK4BathsIndependent/Builder Floor for Rentin Block E Saket, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block E Saket Delhi - 2700 Sq. Ft.- 3rd floor (out of 3),₹ 1.5,₹0,"₹ 3,00,000",Independent,,4,4,1.0,Semi-Furnished,2700 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:41:56,150000.0,2700.0,,300000.0,3.0,3.0,West Delhi Jan 21,55.53498704183636,8,0.8,0.75,1,0,Very Large,1,1,0,1,0,3,22
"2BHK1BathIndependent/Builder Floor for Rentin Meenakshi Garden, Delhi",Paschim ViharBuilder Floor for rent in Mansarovar gardenBuilder Floor for rent i,Phase-ISports Complex Car ParkingHari Nagar Bus DepotUnion bank of indiaIndian bankCanara bankState ,"₹ 28,500",₹0,,Independent,,2,1,2.0,Furnished,900 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:42:12,28500.0,900.0,,,3.0,4.0,Paschim ViharBuilder Floor for rent in Mansarovar gardenBuilder Floor for rent i,31.631520532741398,3,0.3333333333333333,0.6,0,0,Small,2,1,0,1,0,2,8
"2BHK2BathsIndependent/Builder Floor for Rentin Meenakshi Garden, Delhi",Paschim ViharBuilder Floor for rent in Mansarovar gardenBuilder Floor for rent i,Phase-ISports Complex Car ParkingHari Nagar Bus DepotUnion bank of indiaIndian bankCanara bankState ,"₹ 28,000",₹0,,Independent,,2,2,2.0,Furnished,900 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:42:25,28000.0,900.0,,,3.0,4.0,Paschim ViharBuilder Floor for rent in Mansarovar gardenBuilder Floor for rent i,31.076581576026637,4,0.6666666666666666,0.6,0,0,Small,2,1,0,1,0,2,8
"4BHK4BathsIndependent/Builder Floor for Rentin Block C Defence Colony, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block C Defence Colony Delhi - 2700 Sq. Ft.- 3rd floor (out of 3),₹ 2.8,₹0,"₹ 5,60,000",Independent,,4,4,2.0,Semi-Furnished,2700 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:42:39,280000.0,2700.0,,560000.0,3.0,3.0,West Delhi Jan 21,103.6653091447612,8,0.8,0.75,1,0,Very Large,1,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin Block A Defence Colony, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block A Defence Colony Delhi - 217 Sq. Ft.- 2nd floor (out of 3),₹ 1.8,₹0,"₹ 3,60,000",Independent,,3,3,1.0,Furnished,217 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:42:55,180000.0,217.0,,360000.0,2.0,3.0,West Delhi Jan 21,825.6880733944954,6,0.75,0.5,0,0,Very Small,2,1,1,1,0,4,22
"4BHK4BathsIndependent/Builder Floor for Rentin Block C Defence Colony, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block C Defence Colony Delhi - 2700 Sq. Ft.- 3rd floor (out of 3),₹ 3,₹0,"₹ 6,00,000",Independent,,4,4,2.0,Furnished,2700 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:43:07,300000.0,2700.0,,600000.0,3.0,3.0,West Delhi Jan 21,111.06997408367272,8,0.8,0.75,1,0,Very Large,2,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin D Block Defence Colony, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block Defence Colony Delhi - 2700 Sq. Ft.- 2nd floor (out of 3),₹ 2.5,₹0,"₹ 5,00,000",Independent,,3,3,1.0,Semi-Furnished,2700 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:43:25,250000.0,2700.0,,500000.0,2.0,3.0,West Delhi Jan 21,92.55831173639393,6,0.75,0.5,0,0,Very Large,1,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin Block C Defence Colony, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block C Defence Colony Delhi - 2700 Sq. Ft.- Ground floor (out of 3),₹ 3.5,₹0,"₹ 7,00,000",Independent,,3,3,2.0,Semi-Furnished,2700 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:43:39,350000.0,2700.0,,700000.0,3.0,4.0,West Delhi Jan 21,129.5816364309515,6,0.75,0.6,0,0,Very Large,1,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin Block A Defence Colony, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block A Defence Colony Delhi - 1800 Sq. Ft.- 3rd floor (out of 3),₹ 2,₹0,"₹ 4,00,000",Independent,,3,3,1.0,Semi-Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:43:54,200000.0,1800.0,,400000.0,3.0,3.0,West Delhi Jan 21,111.0494169905608,6,0.75,0.75,1,0,Large,1,1,1,1,0,0,22
"1BHK1BathFlat/Apartment for Rentin Golf Link DDA Apartment, Sector 23 Dwarka, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Golf Link DDA Apartment Sector 23 Dwarka Delhi - 410 Sq. Ft.- Ground floor (out of ,"₹ 22,050",₹0,"₹ 22,050",Apartment/Flat,,1,1,1.0,Furnished,410 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:44:08,22050.0,410.0,,22050.0,3.0,4.0,West Delhi Jan 21,53.64963503649635,2,0.5,0.6,0,0,Very Small,2,1,0,0,0,4,22
"3BHK3BathsIndependent/Builder Floor for Rentin Sector C Pocket 5, Sector C Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Sector C Pocket 5 Sector C Vasant Kunj Delhi - 2250 Sq. Ft.- 1st floor (out of 3),₹ 1.25,,"₹ 2,50,000",Independent,,3,3,3.0,Unknown,2250 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:44:20,125000.0,2250.0,,250000.0,1.0,3.0,West Delhi Jan 21,55.53087516659262,6,0.75,0.25,0,0,Large,1,1,0,1,0,0,22
"3BHK2BathsFlat/Apartment for Rentin DDA Apartment D1, Sector D Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Sector D Vasant Kunj Delhi - 1800 Sq. Ft.- 3rd floor (out of 3),"₹ 85,000",₹0,"₹ 1,60,000",Apartment/Flat,,3,2,2.0,Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:44:33,85000.0,1800.0,,160000.0,3.0,3.0,West Delhi Jan 21,47.19600222098834,5,0.5,0.75,1,0,Large,2,1,0,0,0,0,22
"1BHK1BathFlat/Apartment for Rentin Golf Link DDA Apartment, Sector 23 Dwarka, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Golf Link DDA Apartment Sector 23 Dwarka Delhi - 410 Sq. Ft.- Ground floor (out of ,"₹ 22,200",₹0,"₹ 22,200",Apartment/Flat,,1,1,1.0,Furnished,410 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:44:48,22200.0,410.0,,22200.0,3.0,4.0,West Delhi Jan 21,54.01459854014598,2,0.5,0.6,0,0,Very Small,2,1,0,0,0,4,22
"3BHK2BathsFlat/Apartment for Rentin DLF Capital Greens 1 and 2, Moti Nagar, Delhi",Paschim ViharFlats for rent in Mansarovar gardenFlats for rent in Baljeet NagarF,Flat for rent in DLF Capital Greens 1 and 2 Moti Nagar Delhi - 1678 Sq. Ft.- 24th floor (out of 30),"₹ 55,000",₹0,"₹ 1,10,000",Apartment/Flat,,3,2,3.0,Furnished,1678 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:44:57,55000.0,1678.0,,110000.0,24.0,30.0,Paschim ViharFlats for rent in Mansarovar gardenFlats for rent in Baljeet NagarF,32.757593805836805,5,0.5,0.7741935483870968,0,0,Large,2,1,0,0,0,0,13
"4BHK3BathsFlat/Apartment for Rentin CGHS Palm Green Apartment, Sector 11 Dwarka, Delhi",West DelhiSend enquiry to DealerYou are Individual DealerIND (+91)GBR (+44)USA (,Flat for rent in CGHS Palm Green Apartment Sector 11 Dwarka Delhi - 2200 Sq. Ft.- 4th floor (out of ,"₹ 45,000",₹0,,Apartment/Flat,,4,3,3.0,Semi-Furnished,2200 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:45:13,45000.0,2200.0,,,3.0,4.0,West DelhiSend enquiry to DealerYou are Individual DealerIND (+91)GBR (+44)USA (,20.445252158109952,7,0.6,0.6,0,0,Large,1,1,0,0,0,0,29
"2BHK2BathsIndependent/Builder Floor for Rentin Block EA Tagore Garden, Delhi",Paschim ViharBuilder Floor for rent in Virender NagarBuilder Floor for rent in P,Block EA Tagore Garden Delhi - 1200 Sq. Ft.- Ground floor (out of 3),"₹ 45,000",₹0,"₹ 45,000",Independent,,2,2,2.0,Unfurnished,1200 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:45:28,45000.0,1200.0,,45000.0,3.0,4.0,Paschim ViharBuilder Floor for rent in Virender NagarBuilder Floor for rent in P,37.468776019983345,4,0.6666666666666666,0.6,0,0,Medium,0,1,0,1,0,1,12
"2BHK2BathsIndependent/Builder Floor for Rentin Tihar Village, Delhi",Paschim ViharBuilder Floor for rent in Virender NagarBuilder Floor for rent in P,Phase-IAam Aadmi Polyclinic Tilak ViharDelhi Government Dispensary Gulabi BaghDGD KhyalaESI Mayapuri,"₹ 18,000",₹0,,Independent,,2,2,1.0,Semi-Furnished,675 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:45:40,18000.0,675.0,,,3.0,4.0,Paschim ViharBuilder Floor for rent in Virender NagarBuilder Floor for rent in P,26.62721893491124,4,0.6666666666666666,0.6,0,0,Small,1,1,0,1,0,2,12
"2BHK2BathsIndependent/Builder Floor for Rentin Subhash Nagar, Delhi",Paschim ViharBuilder Floor for rent in Virender NagarBuilder Floor for rent in P,"Block, Subhash Nagar, DelhiMayapuri metro stationTagore garden metro stationRajouri garden blue line","₹ 40,000",,,Independent,,2,2,1.0,Semi-Furnished,900 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:45:54,40000.0,900.0,,,3.0,4.0,Paschim ViharBuilder Floor for rent in Virender NagarBuilder Floor for rent in P,44.39511653718091,4,0.6666666666666666,0.6,0,0,Small,1,1,0,1,0,2,12
"2BHK2BathsIndependent/Builder Floor for Rentin builder flat rajnagar part 2, Block P Raj Nagar Extension, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block P Raj Nagar Extension Delhi - 750 Sq. Ft.- 1st floor (out of 4),"₹ 17,000",₹0,,Independent,,2,2,1.0,Unknown,750 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:46:07,17000.0,750.0,,,1.0,4.0,West Delhi Jan 21,22.63648468708389,4,0.6666666666666666,0.2,0,0,Small,1,1,0,1,0,2,22
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 550 Sq. Ft.- 2nd floor (out of 5,"₹ 28,000",₹0,₹ 2,Apartment/Flat,,1,2,1.0,Unfurnished,550 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:46:19,28000.0,550.0,,200000.0,3.0,4.0,West Delhi Jan 21,50.81669691470054,3,1.0,0.6,0,0,Small,0,1,0,0,0,2,22
"4BHK4BathsIndependent/Builder Floor for Rentin 325 Yards Third Floor Without Terrace 4BHK Lift, Defence Colony, South Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyMarble FlooringView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural Light,₹ 2.8,,,Independent,,4,4,3.0,Furnished,2925 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:46:31,280000.0,2925.0,,,3.0,4.0,West Delhi Jan 21,95.69377990430623,8,0.8,0.6,0,0,Very Large,2,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 300 Yards Third Floor & Terrace 4BHK Lift, Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyMarble FlooringView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural Light,₹ 3,,,Independent,,4,4,3.0,Furnished,2700 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:46:46,300000.0,2700.0,,,3.0,4.0,West Delhi Jan 21,111.06997408367272,8,0.8,0.6,0,0,Very Large,2,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin 650 Yards Ground Floor 3BHK , Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombGurudwaraSri Raghavendra Swamy MathState bank of india ATM,₹ 3.5,,,Independent,,3,3,3.0,Furnished,5850 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:46:59,350000.0,5850.0,,,3.0,4.0,West Delhi Jan 21,59.81883438728423,6,0.75,0.6,0,0,Very Large,2,1,0,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin 325 Yards Basement Ground Floor 3BHK Duplex Lift , Defence Colony, South Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural LightAiry RoomsSpaci,₹ 4,,,Independent,,3,3,3.0,Furnished,2925 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:47:10,400000.0,2925.0,,,3.0,4.0,West Delhi Jan 21,136.7053998632946,6,0.75,0.6,0,0,Very Large,2,1,1,1,0,3,22
"5BHK5BathsIndependent/Builder Floor for Rentin 800 Yards Third Floor Half Terrace 5BHK, Anand Lok, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyMarble FlooringView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural Light,₹ 4.5,,,Independent,,5,5,3.0,Unknown,7200 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:47:23,450000.0,7200.0,,,3.0,4.0,West Delhi Jan 21,62.49132064990973,10,0.8333333333333334,0.6,0,0,Very Large,1,1,0,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin 250 Yards Second Floor 3BHK Lift, Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyMarble FlooringView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural Light,₹ 1.7,,,Independent,,3,3,3.0,Furnished,2250 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:47:35,170000.0,2250.0,,,3.0,4.0,West Delhi Jan 21,75.52199022656598,6,0.75,0.6,0,0,Large,2,1,1,1,0,0,22
"4BHK4BathsIndependent/Builder Floor for Rentin 500 Yards Ground Floor 4BHK Lift, Safdarjung Enclave, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block Sarojini Nagar New Delhi IndiaM.C.W. Center NDMC Dispensary Sarojini Nagarndmc community centr,₹ 3.5,,,Independent,,4,4,3.0,Unknown,4500 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:47:48,350000.0,4500.0,,,3.0,4.0,West Delhi Jan 21,77.76049766718506,8,0.8,0.6,0,0,Very Large,1,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 400 Yards Third Floor & Terrace 4BHK Lift, Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombSri Raghavendra Swamy MathCGHS Dispensary R.K.Puram Sec-8D,₹ 3.06,,,Independent,,4,4,3.0,Unknown,3600 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:48:01,306000.0,3600.0,,,3.0,4.0,West Delhi Jan 21,84.97639544570953,8,0.8,0.6,0,0,Very Large,1,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 400 Yards Second Floor 4BHK Lift, Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombGurudwaraSri Raghavendra Swamy MathState bank of india ATM,₹ 3,,,Independent,,4,4,3.0,Unknown,3600 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:48:14,300000.0,3600.0,,,3.0,4.0,West Delhi Jan 21,83.31019161344071,8,0.8,0.6,0,0,Very Large,1,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 400 Yards Third Floor & Terrace 4BHK Lift, Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombGurudwaraSri Raghavendra Swamy MathState bank of india ATM,₹ 3.1,,,Independent,,4,4,3.0,Unknown,3600 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:48:29,310000.0,3600.0,,,3.0,4.0,West Delhi Jan 21,86.0871980005554,8,0.8,0.6,0,0,Very Large,1,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin brand new park facing 500 yards , Neeti Bagh, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",RWA (+250)BLM (+590)SHN (+290)KNA (+1869)LCA (+1758)MAF (+1599)SPM (+508)VCT (+1784)WSM (+685)SMR (+,₹ 4.8,,"₹ 10,00,000",Independent,,4,4,2.0,Furnished,4500 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:48:42,480000.0,4500.0,,1000000.0,3.0,4.0,West Delhi Jan 21,106.64296822928239,8,0.8,0.6,0,0,Very Large,2,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyFitness Centre / GYMWaste DisposalClub house / Community CenterProperty rented out? Incorrect,₹ 2.5,,,Independent,,4,4,3.0,Unknown,4500 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:48:54,250000.0,4500.0,,,3.0,4.0,West Delhi Jan 21,55.54321261941791,8,0.8,0.6,0,0,Very Large,1,1,0,1,0,3,22
"3BHK4BathsFlat/Apartment for Rentin Gandhi Ashram Apartment, Sector 10 Dwarka, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Gandhi Ashram Apartment Sector 10 Dwarka Delhi - 1850 Sq. Ft.- 2nd floor (out of 10,"₹ 55,000",₹0,,Apartment/Flat,,3,4,3.0,Furnished,1850 sq.ft,Immediate,,Dealer,,,,2025-10-12 20:49:08,55000.0,1850.0,,,3.0,4.0,West Delhi Jan 21,29.713668287412208,7,1.0,0.6,0,0,Large,2,1,0,0,0,0,22
