Property_Title,Location,Address,Price,Rate_per_sqft,Deposit,Property_Type,Room_Type,Bedrooms,Bathrooms,Balconies,Furnishing,Carpet_Area,Available_From,Available_For,Posted_By,Posted_Date,Rating,Nearby_Places,Scraped_Date
"4Bedrooms4BathsIndependent House/Villa for Rentin Asiad village, Delhi",West Delhi,House / Villa for rent in Asiad village Delhi - 1800 Sq. Ft.,"₹
 
3.5",N/A,N/A,Independent,N/A,4,4,3,Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:07:11
"2Bedrooms2BathsIndependent House/Villa for Rentin Mayur Vihar phase-1, Mayur Vihar Phase 1 Extension, Delhi",West Delhi,House / Villa for rent in Mayur Vihar Phase 1 Extension Delhi - 900 Sq. Ft.,"₹
 
23,500",₹0,"₹ 23,500",Independent,N/A,2,2,2,Semi-Furnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:07:23
"2BHK2BathsFlat/Apartment for Rentin Apex River View Apartments, Mayur Vihar Phase 1 Extension, Delhi",West Delhi,Flat for rent in Apex River View Apartments Mayur Vihar Phase 1 Extension Delhi - 1050 Sq. Ft.- 3rd ,"₹
 
40,000",₹0,"₹ 80,000",Apartment/Flat,N/A,2,2,2,Furnished,1050 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:07:35
"2BHK2BathsIndependent/Builder Floor for Rentin Malviya Nagar, Delhi",West Delhi,RWA (+250),"₹
 
50,000",₹0,"₹ 1,00,000",Independent,N/A,2,2,1,Semi-Furnished,901 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:07:45
"2BHK2BathsIndependent/Builder Floor for Rentin Dwarka Mor, Delhi",Paschim Vihar,RWA (+250),"₹
 
20,000",₹0,"₹ 20,000",Independent,N/A,2,2,1,Furnished,700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:08:00
"3BHK2BathsIndependent/Builder Floor for Rentin Malviya Nagar, Delhi",West Delhi,RWA (+250),"₹
 
80,000",₹0,"₹ 1,60,000",Independent,N/A,3,2,1,Semi-Furnished,1150 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:08:24
"1RK1BathStudio Apartment for Rentin Renovated Apartments Saket, Saket, Delhi",West Delhi,Flat Flats for rent in Renovated Apartments Saket Saket Delhi - 250 Sq. Ft.- 3rd floor (out of 4),"₹
 
12,500",₹0,"₹ 12,500",Apartment/Flat,N/A,4,1,1,Semi-Furnished,250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:08:35
"3BHK3BathsFlat/Apartment for Rentin Appu Enclave Cghs, Sector 11 Dwarka, Delhi",west Delhi,Flat for rent in Appu Enclave Cghs Sector 11 Dwarka Delhi - 1750 Sq. Ft.- 6th floor (out of 9),"₹
 
45,000",₹0,N/A,Apartment/Flat,N/A,3,3,3,N/A,1750 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:08:47
"2BHK2BathsFlat/Apartment for Rentin sector E1vasant kunj , Sector-E2, Vasant Kunj, Delhi",West Delhi,Flat for rent in Sector-E2 Vasant Kunj Delhi - 1050 Sq. Ft.- 5th floor (out of 7),"₹
 
40,000",₹0,"₹ 80,000",Apartment/Flat,N/A,2,2,2,Furnished,1050 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:09:00
"2BHK2BathsIndependent/Builder Floor for Rentin Malviya Nagar, Delhi",West Delhi,"House No.2 , Shop No. 1 Dda Janta Flat,Khirki, South Delhi","₹
 
27,000",₹0,"₹ 27,000",Independent,N/A,2,2,1,Semi-Furnished,800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:09:13
"2BHK2BathsIndependent/Builder Floor for Rentin RWA Greater Kailash 2, Greater Kailash 2, Delhi",West Delhi,RWA Greater Kailash 2 Greater Kailash 2 Delhi - 1450 Sq. Ft.- 1st floor (out of 3),"₹
 
59,000",₹0,N/A,Independent,N/A,2,2,N/A,Semi-Furnished,1450 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:09:24
"3BHK3BathsFlat/Apartment for Rentin CGHS Kailash Apartment, Sector 4 Dwarka, Delhi",West Delhi,Flat for rent in CGHS Kailash Apartment Sector 4 Dwarka Delhi - 1851 Sq. Ft.- 3rd floor (out of 6),"₹
 
43,000",₹0,"₹ 90,000",Apartment/Flat,N/A,3,3,3,Semi-Furnished,1851 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:09:37
"4BHK4BathsIndependent/Builder Floor for Rentin Mianwali Nagar, Delhi",Paschim Vihar,RWA (+250),"₹
 
80,000",N/A,N/A,Independent,N/A,4,4,N/A,Semi-Furnished,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:09:48
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,RWA (+250),"₹
 
15,000",₹0,"₹ 15,000",Independent,N/A,1,1,1,Semi-Furnished,450 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:10:02
"3BHK3BathsIndependent/Builder Floor for Rentin Greater Kailash 1, Delhi",West Delhi,RWA (+250),"₹
 
1.6",N/A,N/A,Independent,N/A,3,3,2,Semi-Furnished,2250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:10:17
"3BHK3BathsIndependent/Builder Floor for Rentin Panchsheel Enclave, Delhi",West Delhi,RWA (+250),"₹
 
1.4",N/A,N/A,Independent,N/A,3,3,2,Unfurnished,2385 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:10:31
"4BHK4BathsIndependent/Builder Floor for Rentin Greater Kailash enclave 2, Delhi",West Delhi,RWA (+250),"₹
 
2.25",N/A,"₹ 4,50,000",Independent,N/A,4,4,2,Furnished,4950 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:10:43
"1RK1BathStudio Apartment for Rentin Sunder, Sunder Nagar, Delhi",West Delhi,Flat Flats for rent in Sunder Nagar Delhi - 700 Sq. Ft.- 1st floor (out of 3),"₹
 
75,000",₹0,N/A,Apartment/Flat,N/A,1,1,N/A,Furnished,700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:10:55
"2BHK2BathsFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 1150 Sq. Ft.- Ground floor (out of 7,"₹
 
50,000",₹0,"₹ 1,00,000",Apartment/Flat,N/A,2,2,2,Furnished,1150 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:11:07
"3BHK3BathsFlat/Apartment for Rentin Swami Dayanand Appartments, Sector 6 Dwarka, Delhi",West Delhi,Flat for rent in Swami Dayanand Appartments Sector 6 Dwarka Delhi - 1900 Sq. Ft.- 6th floor (out of ,"₹
 
50,000",₹0,"₹ 1,00,000",Apartment/Flat,N/A,3,3,3,Furnished,1900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:11:21
"3BHK3BathsIndependent/Builder Floor for Rentin Block M, Saket, Delhi",West Delhi,Block M Saket Delhi - 2100 Sq. Ft.- 1st floor (out of 4),"₹
 
1.1",₹0,N/A,Independent,N/A,3,3,2,N/A,2100 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:11:36
"3BHK2BathsFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 1400 Sq. Ft.- 3rd floor (out of 3),"₹
 
60,000",₹0,"₹ 1,20,000",Apartment/Flat,N/A,3,2,2,Semi-Furnished,1400 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:11:48
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 584 Sq. Ft.- 3rd floor (out of 5,"₹
 
27,000",₹0,"₹ 54,000",Apartment/Flat,N/A,1,2,1,Semi-Furnished,584 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:12:01
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 583 Sq. Ft.- 1st floor (out of 5,"₹
 
28,000",₹0,"₹ 56,000",Apartment/Flat,N/A,1,2,1,Furnished,583 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:12:13
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 582 Sq. Ft.- 2nd floor (out of 5,"₹
 
30,000",₹0,"₹ 60,000",Apartment/Flat,N/A,1,2,1,Furnished,582 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:12:25
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 583 Sq. Ft.- Ground floor (out o,"₹
 
27,000",₹0,"₹ 54,000",Apartment/Flat,N/A,1,2,N/A,Semi-Furnished,583 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:12:36
"2BHK2BathsFlat/Apartment for Rentin sector D pocket 6, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in Sector D Vasant Kunj Delhi - 900 Sq. Ft.- 2nd floor (out of 9),"₹
 
46,000",₹0,N/A,Apartment/Flat,N/A,2,2,2,Unfurnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:12:47
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 583 Sq. Ft.- Ground floor (out o,"₹
 
29,000",₹0,"₹ 56,000",Apartment/Flat,N/A,1,2,1,Semi-Furnished,583 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:13:01
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 582 Sq. Ft.- 4th floor (out of 5,"₹
 
28,000",₹0,"₹ 56,000",Apartment/Flat,N/A,1,2,1,Furnished,582 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:13:15
"4BHK3BathsFlat/Apartment for Rentin Apex Nanda Devi CGHS, Sector 10 Dwarka, Delhi",West Delhi,Flat for rent in Apex Nanda Devi CGHS Sector 10 Dwarka Delhi - 2300 Sq. Ft.- 5th floor (out of 6),"₹
 
43,000",₹0,N/A,Apartment/Flat,N/A,4,3,3,Furnished,2300 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:13:29
"4BHK3BathsFlat/Apartment for Rentin Sant Sunder Dass CGHS, Sector 12 Dwarka, Delhi",West Delhi,Flat for rent in Sant Sunder Dass CGHS Sector 12 Dwarka Delhi - 2200 Sq. Ft.- 7th floor (out of 10),"₹
 
48,000",₹0,N/A,Apartment/Flat,N/A,4,3,3,Furnished,2200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:13:43
"2BHK2BathsFlat/Apartment for Rentin DDA Pink Apartments, Sector 18 Dwarka, Delhi","West Delhi,,",Flat for rent in DDA Pink Apartments Sector 18 Dwarka Delhi - 1100 Sq. Ft.- 2nd floor (out of 4),"₹
 
35,000",₹0,"₹ 70,000",Apartment/Flat,N/A,2,2,1,Furnished,1100 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:13:56
"4BHK4BathsIndependent/Builder Floor for Rentin Kailash Colony, Delhi",West Delhi,RWA (+250),"₹
 
2.1",₹0,N/A,Independent,N/A,4,4,3,Unfurnished,2500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:14:08
"1BHK1BathIndependent/Builder Floor for Rentin Geetanjali Enclave, Delhi",West Delhi,"Block H Saket,Block J, Saket,Block A Malviya Nagar,Block E Great...","₹
 
45,000",₹0,N/A,Independent,N/A,1,1,1,Furnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:14:21
"3BHK3BathsIndependent/Builder Floor for Rentin Block J, Saket, Delhi",West Delhi,Block J Saket Delhi - 1650 Sq. Ft.- 2nd floor (out of 3),"₹
 
85,000",₹0,N/A,Independent,N/A,3,3,3,Furnished,1650 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:14:34
"2BHK2BathsFlat/Apartment for Rentin Leiah Apartments, Vasundhara Enclave, Delhi",West Delhi,Flat for rent in Leiah Apartments Vasundhara Enclave Delhi - 950 Sq. Ft.- 3rd floor (out of 4),"₹
 
25,999",₹0,N/A,Apartment/Flat,N/A,2,2,2,Furnished,950 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:14:45
"3BHK3BathsFlat/Apartment for Rentin DLF One Midtown, Moti Nagar, Delhi",Paschim Vihar,Flat for rent in DLF One Midtown Moti Nagar Delhi - 2300 Sq. Ft.- 17th floor (out of 39),"₹
 
1.35",₹0,"₹ 2,70,000",Apartment/Flat,N/A,3,3,2,Furnished,2300 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:14:57
"4BHK3BathsFlat/Apartment for Rentin East End Apartments, Mayur Vihar Phase 1 Extension, Delhi",West Delhi,Flat for rent in East End Apartments Mayur Vihar Phase 1 Extension Delhi - 1650 Sq. Ft.- 3rd floor (,"₹
 
53,523",₹0,N/A,Apartment/Flat,N/A,4,3,1,Furnished,1650 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:15:09
"3BHK2BathsIndependent/Builder Floor for Rentin Jagriti Enclave, Delhi",West Delhi,"Block D Anand Vihar,Block F Krishna Nagar,Block-B, K...","₹
 
35,000",N/A,N/A,Independent,N/A,3,2,2,Semi-Furnished,855 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:15:22
"2BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1001 Sq. Ft.- Ground floor (out of 4),"₹
 
32,000",₹0,N/A,Apartment/Flat,N/A,2,2,1,Semi-Furnished,1001 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:15:34
"1BHK1BathFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 800 Sq. Ft.- 3rd floor (out of 4),"₹
 
20,000",₹0,N/A,Apartment/Flat,N/A,1,1,1,Semi-Furnished,800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:15:47
"2BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1001 Sq. Ft.- 3rd floor (out of 4),"₹
 
25,000",₹0,N/A,Apartment/Flat,N/A,2,2,1,Semi-Furnished,1001 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:16:01
"2BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1500 Sq. Ft.- 2nd floor (out of 4),"₹
 
35,000",₹0,N/A,Apartment/Flat,N/A,2,2,1,Semi-Furnished,1500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:16:13
"2BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1250 Sq. Ft.- 1st floor (out of 4),"₹
 
32,000",₹0,N/A,Apartment/Flat,N/A,2,2,1,Furnished,1250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:16:27
"3BHK2BathsFlat/Apartment for Rentin DDA HIG Flats, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA HIG Flats Mayur Vihar Phase 2 Delhi - 2200 Sq. Ft.- 3rd floor (out of 4),"₹
 
41,000",₹0,"₹ 82,000",Apartment/Flat,N/A,3,2,1,Semi-Furnished,2200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:16:39
"1RK1BathStudio Apartment for Rentin Sultan Apartments, Saket, Delhi",West Delhi,Flat Flats for rent in Sultan Apartments Saket Delhi - 250 Sq. Ft.- 2nd floor (out of 5),"₹
 
10,500",₹0,"₹ 10,500",Apartment/Flat,N/A,3,1,1,Semi-Furnished,250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:16:53
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,RWA (+250),"₹
 
13,502",₹0,"₹ 13,502",Independent,N/A,1,1,1,Semi-Furnished,450 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:17:06
"2BHK2BathsFlat/Apartment for Rentin Paryavaran Complex Floors, Paryavaran Complex, Delhi",West Delhi,Flat for rent in Paryavaran Complex Floors Paryavaran Complex Delhi - 951 Sq. Ft.- 1st floor (out of,"₹
 
32,000",₹0,N/A,Apartment/Flat,N/A,2,2,1,Semi-Furnished,951 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:17:20
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,RWA (+250),"₹
 
25,000",₹0,N/A,Independent,N/A,1,1,1,Furnished,501 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:17:35
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,RWA (+250),"₹
 
25,000",₹0,N/A,Independent,N/A,1,1,1,Furnished,501 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:17:47
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,RWA (+250),"₹
 
25,000",₹0,"₹ 25,000",Independent,N/A,1,1,1,Furnished,502 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:18:01
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,RWA (+250),"₹
 
25,000",₹0,N/A,Independent,N/A,1,1,1,Furnished,500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:18:12
"3BHK3BathsIndependent/Builder Floor for Rentin Freedom Fighter Enclave, Delhi",West Delhi,RWA (+250),"₹
 
41,000",₹0,N/A,Independent,N/A,3,3,1,Furnished,1350 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:18:32
"3BHK2BathsIndependent/Builder Floor for Rentin Freedom Fighter Enclave, Delhi",West Delhi,RWA (+250),"₹
 
40,000",₹0,N/A,Independent,N/A,3,2,1,Furnished,1300 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:18:44
"3BHK2BathsIndependent/Builder Floor for Rentin Freedom Fighter Enclave, Delhi",West Delhi,RWA (+250),"₹
 
43,000",₹0,N/A,Independent,N/A,3,2,1,Furnished,1300 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:18:56
"3BHK2BathsIndependent/Builder Floor for Rentin Freedom Fighter Enclave, Delhi",West Delhi,"Block Paryavaran Complex    , South Delhi","₹
 
43,000",₹0,N/A,Independent,N/A,3,2,1,Furnished,1250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:19:08
"3BHK2BathsIndependent/Builder Floor for Rentin Freedom Fighter Enclave, Delhi",West Delhi,RWA (+250),"₹
 
45,000",₹0,N/A,Independent,N/A,3,2,1,Furnished,1301 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:19:47
"3BHK2BathsIndependent/Builder Floor for Rentin Freedom Fighter Enclave, Delhi",West Delhi,"Block Paryavaran Complex    , South Delhi","₹
 
45,000",₹0,N/A,Independent,N/A,3,2,1,Semi-Furnished,1300 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:20:02
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,RWA (+250),"₹
 
19,000",₹0,N/A,Independent,N/A,1,1,1,Furnished,551 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:20:16
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,"Block Paryavaran Complex    , South Delhi","₹
 
19,500",₹0,N/A,Independent,N/A,1,1,1,Furnished,553 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:20:30
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,"Block Paryavaran Complex    , South Delhi","₹
 
19,000",₹0,N/A,Independent,N/A,1,1,1,Semi-Furnished,552 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:20:43
"1BHK1BathIndependent/Builder Floor for Rentin Neb Valley, Delhi",West Delhi,RWA (+250),"₹
 
23,000",₹0,N/A,Independent,N/A,1,1,1,Semi-Furnished,550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:20:56
"1BHK1BathIndependent/Builder Floor for Rentin Neb Valley, Delhi",West Delhi,RWA (+250),"₹
 
20,000",₹0,N/A,Independent,N/A,1,1,1,Semi-Furnished,500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:21:10
"1BHK1BathIndependent/Builder Floor for Rentin Neb Valley, Delhi",West Delhi,"Block Paryavaran Complex    , South Delhi","₹
 
23,000",₹0,N/A,Independent,N/A,1,1,1,Semi-Furnished,550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:21:23
"1BHK1BathIndependent/Builder Floor for Rentin Neb Valley, Delhi",West Delhi,"Block Paryavaran Complex    , South Delhi","₹
 
20,000",₹0,N/A,Independent,N/A,1,1,1,Semi-Furnished,500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:21:36
"1BHK1BathIndependent/Builder Floor for Rentin Neb Valley, Delhi",West Delhi,"Block Paryavaran Complex    , South Delhi","₹
 
23,500",₹0,N/A,Independent,N/A,1,1,1,Furnished,500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:21:49
"1BHK1BathIndependent/Builder Floor for Rentin Neb Valley, Delhi",West Delhi,RWA (+250),"₹
 
22,500",₹0,N/A,Independent,N/A,1,1,1,Furnished,501 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:22:03
"2BHK2BathsIndependent/Builder Floor for Rentin Sector 11 Rohini, Delhi",West Delhi,Sector 11 Rohini Delhi - 689 Sq. Ft.- 1st floor (out of 4),"₹
 
24,000",N/A,N/A,Independent,N/A,2,2,1,Furnished,689 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:22:16
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,"Block Paryavaran Complex    , South Delhi","₹
 
18,500",₹0,N/A,Independent,N/A,1,1,1,Furnished,550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:22:26
"4BHK5BathsFlat/Apartment for Rentin DLF One Midtown, Moti Nagar, Delhi",Paschim Vihar,Flat for rent in DLF One Midtown Moti Nagar Delhi - 3041 Sq. Ft.- 28th floor (out of 39),"₹
 
2.5",₹0,N/A,Apartment/Flat,N/A,4,5,N/A,Furnished,3041 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:22:39
"4BHK5BathsFlat/Apartment for Rentin DLF Capital Greens 1 and 2, Moti Nagar, Delhi",Paschim Vihar,Flat for rent in DLF Capital Greens 1 and 2 Moti Nagar Delhi - 2799 Sq. Ft.- 17th floor (out of 26),"₹
 
1.2",₹0,N/A,Apartment/Flat,N/A,4,5,3,Semi-Furnished,2799 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:22:51
"3BHK3BathsFlat/Apartment for Rentin DLF Capital Greens 1 and 2, Moti Nagar, Delhi",Paschim Vihar,Flat for rent in DLF Capital Greens 1 and 2 Moti Nagar Delhi - 1600 Sq. Ft.- 24th floor (out of 26),"₹
 
59,999",₹0,N/A,Apartment/Flat,N/A,3,3,3,Furnished,1600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:23:03
"4BHK5BathsFlat/Apartment for Rentin DLF One Midtown, Moti Nagar, Delhi",Paschim Vihar,Flat for rent in DLF One Midtown Moti Nagar Delhi - 3041 Sq. Ft.- 23rd floor (out of 39),"₹
 
2.75",₹0,N/A,Apartment/Flat,N/A,4,5,3,Semi-Furnished,3041 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:23:15
"4BHK5BathsIndependent/Builder Floor for Rentin Kailash Colony, Delhi",West Delhi,RWA (+250),"₹
 
2.5",N/A,N/A,Independent,N/A,4,5,2,Furnished,4500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:23:27
"2BHK2BathsIndependent/Builder Floor for Rentin Mayur vihar 1, Mayur Vihar Phase 1 Extension, Delhi",West Delhi,Phase 1 Extension Delhi - 950 Sq. Ft.- 3rd floor (out of 4),"₹
 
23,000",₹0,"₹ 23,000",Independent,N/A,2,2,2,Semi-Furnished,950 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:23:39
"2BHK2BathsIndependent/Builder Floor for Rentin Block B Lajpat Nagar 1, Delhi",West Delhi,Block B Lajpat Nagar 1 Delhi - 1000 Sq. Ft.- 1st floor (out of 4),"₹
 
65,000",₹0,"₹ 1,30,000",Independent,N/A,2,2,1,Furnished,1000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:23:52
"3BHK3BathsIndependent/Builder Floor for Rentin East of Kailash, Delhi",West Delhi,"Block E Greater Kailash 1,Block S Great...","₹
 
1.4",₹0,"₹ 1,80,000",Independent,N/A,3,3,2,Furnished,2300 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:24:06
"3BHK3BathsIndependent/Builder Floor for Rentin Freedom Fighter Floors, Freedom Fighter Enclave, Delhi",West Delhi,House Developers,"₹
 
45,000",₹0,N/A,Independent,N/A,3,3,2,Semi-Furnished,1550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:24:21
