Property_Title,Location,Address,Price,Rate_per_sqft,Deposit,Property_Type,Room_Type,Bedrooms,Bathrooms,Balconies,Furnishing,Carpet_Area,Available_From,Available_For,Posted_By,Posted_Date,Rating,Nearby_Places,Scraped_Date
"3BHK2BathsFlat/Apartment for Rentin Palm Court Apartments, Sector 19 Dwarka, Delhi",West Delhi,Flat for rent in Palm Court Apartments Sector 19 Dwarka Delhi - 1550 Sq. Ft.- 2nd floor (out of 11),"₹
 
43,000",₹0,₹ 2,Apartment/Flat,N/A,3,2,3,Semi-Furnished,1550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:53:17
"2BHK2BathsFlat/Apartment for Rentin DDA Pink Apartments, Sector 18 Dwarka, Delhi",West Delhi,Flat for rent in DDA Pink Apartments Sector 18 Dwarka Delhi - 1100 Sq. Ft.- 2nd floor (out of 3),"₹
 
30,000",₹0,"₹ 60,000",Apartment/Flat,N/A,2,2,2,Semi-Furnished,1100 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:53:27
"3BHK2BathsIndependent/Builder Floor for Rentin Dwarka Mor, Delhi",Paschim Vihar,RWA (+250),"₹
 
32,000",₹0,"₹ 32,000",Independent,N/A,3,2,1,Furnished,1200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:53:39
"3BHK2BathsIndependent/Builder Floor for Rentin Uttam Nagar, Delhi",Paschim Vihar,RWA (+250),"₹
 
32,000",₹0,"₹ 32,000",Independent,N/A,3,2,2,Furnished,1100 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:53:53
"1BHK1BathIndependent/Builder Floor for Rentin Rajpur Khurd Extension, Delhi",West Delhi,"Phase 2,Chattarpur","₹
 
13,000",₹0,"₹ 13,000",Independent,N/A,1,1,1,Semi-Furnished,550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:54:05
"3BHK2BathsFlat/Apartment for Rentin DDA Flats Sarita Vihar, Sarita Vihar, Delhi",West Delhi,Flat for rent in DDA Flats Sarita Vihar Sarita Vihar Delhi - 1800 Sq. Ft.- 1st floor (out of 4),"₹
 
42,000",₹0,"₹ 80,000",Apartment/Flat,N/A,3,2,1,Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:54:27
"2BHK2BathsIndependent/Builder Floor for Rentin Ramesh Nagar, Delhi","Paschim Vihar, Delhi",RWA (+250),"₹
 
39,999",₹0,N/A,Independent,N/A,2,2,2,Semi-Furnished,1000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:54:38
"3BHK2BathsFlat/Apartment for Rentin Devli, Khanpur, Delhi",West Delhi,Flat for rent in Khanpur Delhi - 900 Sq. Ft.- 3rd floor (out of 4),"₹
 
17,000",₹0,"₹ 17,000",Apartment/Flat,N/A,3,2,1,Unfurnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:54:48
"3BHK3BathsFlat/Apartment for Rentin Mass Apartments, Sector 10 Dwarka, Delhi",West Delhi,Flat for rent in Mass Apartments Sector 10 Dwarka Delhi - 2000 Sq. Ft.- 3rd floor (out of 8),"₹
 
52,000",₹0,N/A,Apartment/Flat,N/A,3,3,3,Furnished,2000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:54:58
"4BHK4BathsIndependent/Builder Floor for Rentin Jor bagh, Delhi",West Delhi,RWA (+250),"₹
 
4",N/A,N/A,Independent,N/A,4,4,N/A,N/A,3375 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:55:10
"2BHK2BathsIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,RWA (+250),"₹
 
28,001",₹0,"₹ 28,001",Independent,N/A,2,2,1,Furnished,950 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:55:22
"2BHK2BathsIndependent/Builder Floor for Rentin Royal Apartments, Sainik Farm, Delhi",West Delhi,RWA (+250),"₹
 
24,001",₹0,"₹ 24,001",Independent,N/A,2,2,1,Semi-Furnished,950 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:55:35
"3BHK3BathsIndependent/Builder Floor for Rentin Block D Saket, Delhi",West Delhi,Block D Saket Delhi - 1800 Sq. Ft.- 1st floor (out of 3),"₹
 
1.25",N/A,N/A,Independent,N/A,3,3,3,Semi-Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:55:46
"1BHK1BathIndependent/Builder Floor for Rentin Renovated Apartments Saket, Saket, Delhi",West Delhi,RWA (+250),"₹
 
16,002",₹0,"₹ 16,002",Independent,N/A,1,1,1,Semi-Furnished,450 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:56:00
"3BHK2BathsFlat/Apartment for Rentin DDA Santushti Apartments, Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Santushti Apartments Vasant Kunj Delhi - 1300 Sq. Ft.- 1st floor (out of 4),"₹
 
47,000",₹0,N/A,Apartment/Flat,N/A,3,2,3,N/A,1300 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:56:14
"3BHK2BathsIndependent/Builder Floor for Rentin Star Builder Floors, Sector 24 Rohini, Delhi",West Delhi,Sector 24 Rohini Delhi - 801 Sq. Ft.- 2nd floor (out of 4),"₹
 
25,000",₹0,N/A,Independent,N/A,3,2,1,N/A,801 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:56:27
"3BHK3BathsIndependent/Builder Floor for Rentin Block J, Saket, Delhi",West Delhi,Block J Saket Delhi - 1800 Sq. Ft.- 3rd floor (out of 3),"₹
 
1.5",₹0,"₹ 3,00,000",Independent,N/A,3,3,1,Semi-Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:56:40
"1BHK1BathIndependent/Builder Floor for Rentin Sultanpur Flats and Apartments, Sultanpur, Delhi",West Delhi,Flats and Apartments Sultanpur Delhi - 480 Sq. Ft.- 2nd floor (out of 4),"₹
 
19,000",₹0,N/A,Independent,N/A,1,1,1,N/A,480 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:56:54
"3BHK2BathsFlat/Apartment for Rentin Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj, Delhi",West Delhi,Flat for rent in Saraswati Narmada Ganga Yamuna Apartment Vasant Kunj Delhi - 1800 Sq. Ft.- Ground f,"₹
 
75,000",₹0,"₹ 1,50,000",Apartment/Flat,N/A,3,2,1,N/A,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:57:07
"4BHK4BathsFlat/Apartment for Rentin Sector C Pocket 1, Vasant Kunj, Delhi , Vasant Kunj, Delhi",West Delhi,Flat for rent in Vasant Kunj Delhi - 2200 Sq. Ft.- Ground floor (out of 3),"₹
 
1.4",₹0,"₹ 2,80,000",Apartment/Flat,N/A,4,4,1,Furnished,2200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:57:20
"2BHK2BathsFlat/Apartment for Rentin Kiran Garden, Uttam Nagar, Delhi",Paschim Vihar,Flat for rent in Kiran Garden Uttam Nagar Delhi - 900 Sq. Ft.- 2nd floor (out of 4),"₹
 
14,000",₹0,"₹ 14,000",Apartment/Flat,N/A,2,2,2,Furnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:57:31
"2BHK2BathsIndependent/Builder Floor for Rentin Malviya Nagar, Delhi",West Delhi,RWA (+250),"₹
 
55,000",₹0,"₹ 55,000",Independent,N/A,2,2,1,Semi-Furnished,910 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:57:41
"2BHK2BathsIndependent/Builder Floor for Rentin Dwarka Mor, Delhi",Paschim Vihar,RWA (+250),"₹
 
19,000",₹0,"₹ 19,000",Independent,N/A,2,2,1,Furnished,750 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:57:53
"2BHK2BathsIndependent/Builder Floor for Rentin Dwarka Mor, Delhi",Paschim Vihar,RWA (+250),"₹
 
19,500",₹0,"₹ 19,500",Independent,N/A,2,2,1,Furnished,800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:58:04
"3BHK2BathsFlat/Apartment for Rentin D1 Vasant Kunj, Vasant Kunj, Delhi",West Delhi,Flat for rent in D1 Vasant Kunj Vasant Kunj Delhi - 1500 Sq. Ft.- Ground floor (out of 4),"₹
 
70,000",₹0,N/A,Apartment/Flat,N/A,3,2,2,Semi-Furnished,1500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:58:16
"3BHK3BathsFlat/Apartment for Rentin CGHS New Rashtriya, Sector 18A Dwarka, Delhi",West Delhi's Dwarka,Flat for rent in CGHS New Rashtriya Sector 18A Dwarka Delhi - 2200 Sq. Ft.- 2nd floor (out of 10),"₹
 
65,000",₹0,N/A,Apartment/Flat,N/A,3,3,N/A,Semi-Furnished,2200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:58:28
"3BHK2BathsIndependent/Builder Floor for Rentin Vivanta Residency, Sector 3 Dwarka, Delhi",West Delhi,Sector 3 Dwarka Delhi - 891 Sq. Ft.- 3rd floor (out of 3),"₹
 
30,000",₹0,"₹ 56,000",Independent,N/A,3,2,1,Furnished,891 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:58:41
"3BHK2BathsFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 1600 Sq. Ft.- 6th floor (out of 7),"₹
 
65,000",₹0,"₹ 1,30,000",Apartment/Flat,N/A,3,2,2,Furnished,1600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:58:53
"2BHK2BathsFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 950 Sq. Ft.- Ground floor (out of 7),"₹
 
45,000",₹0,N/A,Apartment/Flat,N/A,2,2,1,Furnished,950 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:59:07
"3BHK2BathsFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 1350 Sq. Ft.- 1st floor (out of 4),"₹
 
54,000",₹0,N/A,Apartment/Flat,N/A,3,2,2,Semi-Furnished,1350 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:59:19
"3BHK2BathsFlat/Apartment for Rentin DDA Flats Vasant Kunj, Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Flats Vasant Kunj Vasant Kunj Delhi - 1600 Sq. Ft.- 3rd floor (out of 3),"₹
 
62,500",₹0,N/A,Apartment/Flat,N/A,3,2,2,Furnished,1600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:59:32
"2BHK2BathsFlat/Apartment for Rentin DDA Santusti Apartments, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in Sector D Vasant Kunj Delhi - 1100 Sq. Ft.- 1st floor (out of 3),"₹
 
52,000",₹0,N/A,Apartment/Flat,N/A,2,2,2,Unfurnished,1100 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:59:42
"3BHK3BathsFlat/Apartment for Rentin Pawittra Apartments, Vasundhara Enclave, Delhi",West Delhi,Flat for rent in Pawittra Apartments Vasundhara Enclave Delhi - 1550 Sq. Ft.- 4th floor (out of 9),"₹
 
45,000",₹0,"₹ 90,000",Apartment/Flat,N/A,3,3,3,Semi-Furnished,1550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 14:59:55
"3BHK3BathsFlat/Apartment for Rentin CGHS Supreme Enclave, Mayur Vihar Phase 1, Delhi",West Delhi,Flat for rent in CGHS Supreme Enclave Mayur Vihar Phase 1 Delhi - 1250 Sq. Ft.- 6th floor (out of 8),"₹
 
50,000",₹0,N/A,Apartment/Flat,N/A,3,3,2,Semi-Furnished,1250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:00:43
"2BHK2BathsFlat/Apartment for Rentin DDA Flats Vasant Kunj, Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Flats Vasant Kunj Vasant Kunj Delhi - 1000 Sq. Ft.- 5th floor (out of 7),"₹
 
48,000",₹0,N/A,Apartment/Flat,N/A,2,2,2,Furnished,1000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:00:54
"2BHK2BathsIndependent/Builder Floor for Rentin Malviya Nagar, Delhi",West Delhi,RWA (+250),"₹
 
60,000",₹0,"₹ 1,20,000",Independent,N/A,2,2,1,Unfurnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:01:05
"3BHK3BathsIndependent/Builder Floor for Rentin Malviya Nagar, Delhi",West Delhi,RWA (+250),"₹
 
90,000",₹0,"₹ 1,80,000",Independent,N/A,3,3,1,Unfurnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:01:18
"4BHK5BathsIndependent/Builder Floor for Rentin Block A 2 Safdarjung Enclave, Delhi",West Delhi,Block A 2 Safdarjung Enclave Delhi - 4500 Sq. Ft.- Ground floor (out of 4),"₹
 
5.25",N/A,N/A,Independent,N/A,4,5,N/A,N/A,4500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:01:31
"4BHK3BathsIndependent/Builder Floor for Rentin Dwarka Mor, Delhi",Paschim Vihar,RWA (+250),"₹
 
40,000",₹0,"₹ 40,000",Independent,N/A,4,3,2,Furnished,2000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:01:45
"3BHK2BathsIndependent/Builder Floor for Rentin Dwarka Mor, Delhi",Paschim Vihar,RWA (+250),"₹
 
30,000",₹0,"₹ 30,000",Independent,N/A,3,2,1,Furnished,1200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:01:57
"3BHK3BathsFlat/Apartment for Rentin sector C pocket 9, Sector C Vasant Kunj, Delhi",West Delhi,Flat for rent in Sector C Vasant Kunj Delhi - 1800 Sq. Ft.- Ground floor (out of 2),"₹
 
70,000",₹0,N/A,Apartment/Flat,N/A,3,3,2,Unfurnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:02:09
"2BHK2BathsIndependent/Builder Floor for Rentin Dwarka Mor, Delhi",Paschim Vihar,RWA (+250),"₹
 
22,000",₹0,"₹ 22,000",Independent,N/A,2,2,1,Furnished,800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:02:23
"2BHK2BathsIndependent/Builder Floor for Rentin Block A Lajpat Nagar 2, Delhi",West Delhi,Block A Lajpat Nagar 2 Delhi - 950 Sq. Ft.- 3rd floor (out of 4),"₹
 
58,000",₹0,N/A,Independent,N/A,2,2,2,Furnished,950 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:02:34
"2BHK2BathsIndependent/Builder Floor for Rentin Block E Lajpat Nagar 1, Delhi",West Delhi,Block E Lajpat Nagar 1 Delhi - 900 Sq. Ft.- 2nd floor (out of 4),"₹
 
42,000",₹0,N/A,Independent,N/A,2,2,2,Furnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:02:46
"3BHK3BathsFlat/Apartment for Rentin CGHS National Apartment, Sector 3 Dwarka, Delhi","West Delhi,",Flat for rent in CGHS National Apartment Sector 3 Dwarka Delhi - 1550 Sq. Ft.- 9th floor (out of 9),"₹
 
35,000",₹0,N/A,Apartment/Flat,N/A,3,3,3,Semi-Furnished,1550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:02:58
"3BHK2BathsFlat/Apartment for Rentin CGHS Naval Technical Officers, Sector 22 Dwarka, Delhi",West Delhi,Flat for rent in CGHS Naval Technical Officers Sector 22 Dwarka Delhi - 1700 Sq. Ft.- 4th floor (out,"₹
 
45,000",₹0,"₹ 90,000",Apartment/Flat,N/A,3,2,3,Semi-Furnished,1700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:03:09
"2BHK2BathsFlat/Apartment for Rentin Vasant kunj D8, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in Sector D Vasant Kunj Delhi - 1050 Sq. Ft.- 2nd floor (out of 3),"₹
 
52,000",₹0,N/A,Apartment/Flat,N/A,2,2,2,Semi-Furnished,1050 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:03:23
"2BHK2BathsFlat/Apartment for Rentin Orange Sapphire Apartments, Kakrola, Delhi",West Delhi,Flat for rent in Orange Sapphire Apartments Kakrola Delhi - 940 Sq. Ft.- 4th floor (out of 5),"₹
 
18,000",₹0,"₹ 40,000",Apartment/Flat,N/A,2,2,1,N/A,940 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:03:36
"2BHK2BathsFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 1100 Sq. Ft.- 7th floor (out of 7),"₹
 
42,000",₹0,N/A,Apartment/Flat,N/A,2,2,2,Furnished,1100 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:03:48
"4BHK4BathsFlat/Apartment for Rentin DDA Flats Sector C Pocket 1, Sector C Vasant Kunj, Delhi",West Delhi,Flat for rent in Sector C Vasant Kunj Delhi - 2000 Sq. Ft.- Ground floor (out of 3),"₹
 
1.14",₹0,N/A,Apartment/Flat,N/A,4,4,N/A,Unfurnished,2000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:04:00
"3BHK2BathsFlat/Apartment for Rentin CGHS Naval Technical Officers, Sector 22 Dwarka, Delhi",West Delhi,Flat for rent in CGHS Naval Technical Officers Sector 22 Dwarka Delhi - 2100 Sq. Ft.- 3rd floor (out,"₹
 
45,000",₹0,N/A,Apartment/Flat,N/A,3,2,3,Furnished,2100 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:04:11
"4BHK4BathsIndependent/Builder Floor for Rentin Janakpuri, C2 Block Janakpuri, Delhi",Paschim Vihar,Block Janakpuri Delhi - 2025 Sq. Ft.- 2nd floor (out of 4),"₹
 
70,000",N/A,N/A,Independent,N/A,4,4,2,N/A,2025 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:04:24
"3BHK2BathsFlat/Apartment for Rentin Bandhu Vihar Apartments, Sector 10 Dwarka, Delhi",West Delhi,Flat for rent in Bandhu Vihar Apartments Sector 10 Dwarka Delhi - 1700 Sq. Ft.- 7th floor (out of 8),"₹
 
45,000",₹0,"₹ 80,000",Apartment/Flat,N/A,3,2,3,Semi-Furnished,1700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:04:38
"2BHK2BathsIndependent/Builder Floor for Rentin Malviya Nagar, Delhi",West Delhi,RWA (+250),"₹
 
40,000",₹0,"₹ 80,000",Independent,N/A,2,2,1,Furnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:04:50
"3BHK3BathsIndependent/Builder Floor for Rentin Saraswati Vihar, Delhi",West Delhi,"Block SU Uttari Pitampura,Vaishali,CD Block Dakshini Pitampura,Deepali,Rajdhan...","₹
 
62,000",₹0,"₹ 1,24,000",Independent,N/A,3,3,2,Furnished,2000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:05:03
"1BHK1BathIndependent/Builder Floor for Rentin Chattarpur, Delhi",West Delhi,"Phase 2,Chattarpur,Sultanpur","₹
 
12,200",₹0,N/A,Independent,N/A,1,1,N/A,Semi-Furnished,500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:05:12
"2BHK2BathsIndependent/Builder Floor for Rentin Dwarka Mor, Delhi",Paschim Vihar,RWA (+250),"₹
 
20,000",₹0,"₹ 20,000",Independent,N/A,2,2,1,Furnished,585 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:05:27
"2BHK2BathsIndependent/Builder Floor for Rentin Freedom Fighter Floors, Freedom Fighter Enclave, Delhi",West Delhi,House Developers,"₹
 
30,000",₹0,N/A,Independent,N/A,2,2,1,Furnished,850 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:05:37
"2BHK2BathsFlat/Apartment for Rentin Divya Jyoti Apartment, Sector 19 Rohini, Delhi",West Delhi,Flat for rent in Divya Jyoti Apartment Sector 19 Rohini Delhi - 1080 Sq. Ft.- 3rd floor (out of 4),"₹
 
22,001",₹0,"₹ 44,000",Apartment/Flat,N/A,2,2,1,Semi-Furnished,1080 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:05:51
"1BHK1BathIndependent/Builder Floor for Rentin Sultan Apartments, Saket, Delhi",West Delhi,RWA (+250),"₹
 
15,003",₹0,"₹ 15,003",Independent,N/A,1,1,1,Furnished,250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:06:03
"2BHK2BathsIndependent/Builder Floor for Rentin Dwarka Mor, Delhi",Paschim Vihar,RWA (+250),"₹
 
22,000",₹0,"₹ 22,000",Independent,N/A,2,2,1,Furnished,700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:06:14
"4BHK4BathsIndependent/Builder Floor for Rentin Vasant Vihar, Delhi",West Delhi,Block Market,"₹
 
8",N/A,N/A,Independent,N/A,4,4,3,Unfurnished,7200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:06:25
"4BHK4BathsIndependent/Builder Floor for Rentin Vasant Vihar, Delhi",West Delhi,Block Market,"₹
 
4",N/A,N/A,Independent,N/A,4,4,3,Unfurnished,3600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:06:37
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 900 Sq. Ft.- Ground floor (out o,"₹
 
28,000",₹0,N/A,Apartment/Flat,N/A,1,2,1,Furnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:06:49
"3BHK2BathsFlat/Apartment for Rentin CGHS Beverly Park, Sector 22 Dwarka, Delhi",West Delhi,Flat for rent in CGHS Beverly Park Sector 22 Dwarka Delhi - 1650 Sq. Ft.- 2nd floor (out of 8),"₹
 
52,000",₹0,"₹ 1,02,000",Apartment/Flat,N/A,3,2,N/A,Furnished,1650 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:06:59
